vertex ID,cs,positions,phenotype_id
3264,ENSG00000064989.grp_1.contained.ENST00000461244_L1_GTEx.lung_txrev,"[187440383, 187441070, 187442041, 187459240, 187461139, 187462224, 187470920]",ENSG00000064989
3265,ENSG00000151353.grp_2.contained.ENST00000432667_L1_GTEx.esophagus_mucosa_txrev,[674963],ENSG00000151353
3266,ENSG00000204099.grp_2.contained.ENST00000494678_L1_Quach_2016.monocyte_LPS_txrev,"[241814768, 241815423, 241816853, 241820738]",ENSG00000204099
3267,ENSG00000144115.grp_1.contained.ENST00000377254_L1_GTEx.vagina_txrev,"[88181862, 88183396, 88184590, 88187909, 88201142, 88223685, 88224391, 88225412]",ENSG00000144115
3268,ENSG00000115750.grp_1.contained.ENST00000416181_L1_GTEx.fibroblast_txrev,"[9842155, 9846033]",ENSG00000115750
3269,ENSG00000118640.grp_1.contained.ENST00000409760_L1_GTEx.thyroid_txrev,"[85578531, 85579143, 85582547, 85582580]",ENSG00000118640
3270,ENSG00000068024.grp_2.contained.ENST00000493582_L1_GTEx.stomach_txrev,"[239093078, 239094707, 239097116, 239098926, 239101379]",ENSG00000068024
3271,ENSG00000171132.grp_1.contained.ENST00000480633_L1_Quach_2016.monocyte_R848_txrev,"[45543649, 45556512]",ENSG00000171132
3272,ENSG00000040933.grp_1.contained.ENST00000409851_L1_GTEx.esophagus_muscularis_txrev,"[98501542, 98502310, 98534971, 98540546, 98555781]",ENSG00000040933
3273,ENSG00000035115.grp_2.contained.ENST00000460974_L1_Schmiedel_2018.Tfh_memory_txrev,[242793],ENSG00000035115
3274,ENSG00000124006.grp_2.contained.ENST00000462385_L1_FUSION.adipose_naive_txrev,"[219562673, 219562706]",ENSG00000124006
3275,ENSG00000240344.grp_2.contained.ENST00000497263_L1_GTEx.skin_not_sun_exposed_txrev,"[200877622, 200889340, 200902583, 200909459, 200909632, 200921751, 200922436, 200941874]",ENSG00000240344
3276,ENSG00000170485.grp_2.contained.ENST00000474550_L1_GTEx.lung_txrev,"[100983212, 100983305, 100983402, 100983483, 100991579]",ENSG00000170485
3277,ENSG00000144115.grp_1.contained.ENST00000419759_L1_GTEx.pituitary_txrev,"[88181862, 88183396, 88184590, 88187909, 88201142]",ENSG00000144115
3278,ENSG00000115073.grp_2.contained.ENST00000451664_L1_BLUEPRINT_PE.T-cell_txrev,"[96929666, 97003208, 97080789, 97139294, 97646864, 97658891]",ENSG00000115073
3279,ENSG00000228784.grp_2.contained.ENST00000649549_L1_GTEx.prostate_txrev,[19876052],ENSG00000228784
3280,ENSG00000115084.grp_1.contained.ENST00000498768_L1_BLUEPRINT_SE.monocyte_txrev,"[113698350, 113726208, 113726517, 113730828, 113732649]",ENSG00000115084
3281,ENSG00000180902.grp_2.contained.ENST00000463932_L1_Quach_2016.monocyte_R848_txrev,[241816853],ENSG00000180902
3282,ENSG00000143727.grp_2.contained.ENST00000484125_L1_GTEx.LCL_txrev,"[256414, 272051]",ENSG00000143727
3283,ENSG00000144199.grp_1.contained.ENST00000463096_L1_GTEx.thyroid_txrev,"[96122088, 96155557, 96182344, 96220134, 96230552, 96243311, 96248514]",ENSG00000144199
3284,ENSG00000197713.grp_1.contained.ENST00000359429_L1_FUSION.adipose_naive_txrev,"[210001635, 210013393, 210016169, 210025035, 210035925]",ENSG00000197713
3285,ENSG00000115274.grp_1.contained.ENST00000471577_L1_GTEx.esophagus_mucosa_txrev,[74528651],ENSG00000115274
3286,ENSG00000068024.grp_1.contained.ENST00000493582_L1_GTEx.heart_atrial_appendage_txrev,"[239093078, 239094088, 239094707, 239097116, 239098926, 239101379]",ENSG00000068024
3287,ENSG00000118640.grp_2.contained.ENST00000409760_L1_Quach_2016.monocyte_LPS_txrev,"[85561279, 85565285]",ENSG00000118640
3288,ENSG00000168894.grp_2.contained.ENST00000456023_L1_GTEx.adipose_subcutaneous_txrev,"[85596961, 85599009, 85600891, 85626340, 85627353, 85633105]",ENSG00000168894
3289,ENSG00000152689.grp_1.contained.ENST00000468856_L1_TwinsUK.fat_txrev,"[33512820, 33514489, 33519891]",ENSG00000152689
3290,ENSG00000135924.grp_1.contained.ENST00000477917_L1_GTEx.muscle_txrev,"[219273686, 219279688, 219281474, 219281680]",ENSG00000135924
3291,ENSG00000180902.grp_2.contained.ENST00000436747_L1_GTEx.skin_sun_exposed_txrev,[241748951],ENSG00000180902
3292,ENSG00000180902.grp_2.contained.ENST00000436747_L1_BLUEPRINT_SE.neutrophil_txrev,"[241734898, 241734936, 241735388, 241736727, 241737126]",ENSG00000180902
3293,ENSG00000124006.grp_2.contained.ENST00000373876_L2_GTEx.esophagus_mucosa_txrev,"[219559984, 219562625, 219562673, 219562706, 219565956]",ENSG00000124006
3294,ENSG00000151689.grp_1.contained.ENST00000470892_L1_FUSION.muscle_naive_txrev,"[190349741, 190351383, 190352531, 190353645, 190354389, 190354888, 190355612, 190360026, 190360783, 190366777]",ENSG00000151689
3295,ENSG00000124006.grp_1.contained.ENST00000462385_L1_GTEx.breast_txrev,[219562706],ENSG00000124006
3296,ENSG00000144120.grp_1.contained.ENST00000424086_L1_GTEx.artery_aorta_txrev,"[119659211, 119662575, 119664095, 119664371, 119665954, 119673087, 119673698, 119674583, 119675043]",ENSG00000144120
3297,ENSG00000115902.grp_2.contained.ENST00000234256_L2_TwinsUK.LCL_txrev,[64890709],ENSG00000115902
3298,ENSG00000119185.grp_2.contained.ENST00000464228_L1_GTEx.brain_caudate_txrev,"[9410317, 9410592, 9411584, 9412250, 9413460, 9414151]",ENSG00000119185
3299,ENSG00000072163.grp_2.contained.ENST00000324938_L2_GTEx.esophagus_gej_txrev,[127649600],ENSG00000072163
3300,ENSG00000136732.grp_2.contained.ENST00000259254_L1_FUSION.muscle_naive_txrev,[126687911],ENSG00000136732
3301,ENSG00000144120.grp_2.contained.ENST00000424086_L1_GTEx.adipose_subcutaneous_txrev,"[119659211, 119664095, 119664371, 119665954, 119673698, 119674583, 119675043, 119680947, 119681654]",ENSG00000144120
3302,ENSG00000163219.grp_1.contained.ENST00000463483_L1_Quach_2016.monocyte_LPS_txrev,"[68815481, 68816132, 68816134]",ENSG00000163219
3303,ENSG00000077044.grp_1.contained.ENST00000264057_L1_GTEx.esophagus_muscularis_txrev,[233946723],ENSG00000077044
3304,ENSG00000163166.grp_1.contained.ENST00000637187_L1_GTEx.muscle_txrev,"[127243226, 127273673, 127290566, 127299303, 127410868, 127485892, 127539255]",ENSG00000163166
3305,ENSG00000119147.grp_1.contained.ENST00000489174_L1_GTEx.testis_txrev,"[106071000, 106073280, 106090191, 106094944, 106103654, 106112339, 106114120, 106124176, 106146331]",ENSG00000119147
3306,ENSG00000155368.grp_2.contained.ENST00000627305_L1_TwinsUK.fat_txrev,"[119367453, 119368360, 119381498]",ENSG00000155368
3307,ENSG00000163466.grp_1.contained.ENST00000478612_L1_Nedelec_2016.macrophage_Listeria_txrev,"[218202243, 218206392, 218223779, 218225874, 218277165, 218282159, 218292991, 218318810, 218321359, 218337489]",ENSG00000163466
3308,ENSG00000238062.grp_1.contained.ENST00000418330_L1_GTEx.testis_txrev,[230992361],ENSG00000238062
3309,ENSG00000067066.grp_1.contained.ENST00000462751_L1_Nedelec_2016.macrophage_Salmonella_txrev,"[230462973, 230463141, 230463363, 230463697, 230463711]",ENSG00000067066
3310,ENSG00000143727.grp_2.contained.ENST00000453390_L1_GTEx.lung_txrev,"[256414, 272051]",ENSG00000143727
3311,ENSG00000151353.grp_2.contained.ENST00000497508_L1_Nedelec_2016.macrophage_naive_txrev,"[661770, 668596, 669739, 678241]",ENSG00000151353
3312,ENSG00000144362.grp_2.contained.ENST00000616524_L1_GTEx.esophagus_muscularis_txrev,[169694622],ENSG00000144362
3313,ENSG00000171853.grp_2.contained.ENST00000497597_L2_GTEx.fibroblast_txrev,[3461039],ENSG00000171853
3314,ENSG00000123992.grp_1.contained.ENST00000488881_L1_GTEx.adipose_subcutaneous_txrev,"[219375492, 219376957, 219377185, 219391349]",ENSG00000123992
3315,ENSG00000158089.grp_1.contained.ENST00000324589_L1_GEUVADIS.LCL_txrev,"[31123732, 31123880]",ENSG00000158089
3316,ENSG00000196975.grp_2.contained.ENST00000418066_L1_GTEx.breast_txrev,"[69832692, 69835807]",ENSG00000196975
3317,ENSG00000171853.grp_2.contained.ENST00000417243_L1_GTEx.fibroblast_txrev,[3465692],ENSG00000171853
3318,ENSG00000116117.grp_1.contained.ENST00000415947_L1_GTEx.breast_txrev,"[205047680, 205056675]",ENSG00000116117
3319,ENSG00000240344.grp_1.contained.ENST00000392283_L1_Lepik_2017.blood_txrev,"[200867394, 200872011, 200877622]",ENSG00000240344
3320,ENSG00000144115.grp_2.contained.ENST00000419759_L1_GTEx.skin_sun_exposed_txrev,"[88147918, 88151086, 88153221, 88160073, 88166479, 88170344]",ENSG00000144115
3321,ENSG00000136682.grp_1.contained.ENST00000490446_L1_GTEx.ovary_txrev,"[113340909, 113342422, 113344121, 113345088, 113352889, 113356397, 113357952, 113483510]",ENSG00000136682
3322,ENSG00000072163.grp_1.contained.ENST00000426981_L1_GTEx.uterus_txrev,"[127638101, 127641317, 127641734]",ENSG00000072163
3323,ENSG00000180902.grp_2.contained.ENST00000436747_L1_GENCORD.LCL_txrev,"[241754409, 241756914, 241758583]",ENSG00000180902
3324,ENSG00000035115.grp_2.contained.ENST00000451005_L1_GTEx.skin_sun_exposed_txrev,[242793],ENSG00000035115
3325,ENSG00000151353.grp_2.contained.ENST00000432667_L1_Alasoo_2018.macrophage_naive_txrev,"[671939, 674963, 676177]",ENSG00000151353
3326,ENSG00000115274.grp_1.contained.ENST00000409493_L1_GTEx.artery_tibial_txrev,[74460131],ENSG00000115274
3327,ENSG00000115750.grp_2.contained.ENST00000416181_L1_GTEx.adipose_subcutaneous_txrev,"[9842155, 9845477, 9846033]",ENSG00000115750
3328,ENSG00000163466.grp_1.contained.ENST00000465395_L1_GTEx.muscle_txrev,"[218217396, 218223449, 218233050, 218237609, 218238857, 218245998, 218248233, 218252759]",ENSG00000163466
3329,ENSG00000225649.grp_1.contained.ENST00000414661_L1_GTEx.nerve_tibial_txrev,"[13002593, 13007682, 13007939, 13008140, 13008221, 13008963]",ENSG00000225649
3330,ENSG00000144115.grp_1.contained.ENST00000343544_L1_GTEx.testis_txrev,"[88180044, 88185873, 88187623]",ENSG00000144115
3331,ENSG00000196975.grp_2.contained.ENST00000471395_L1_GTEx.stomach_txrev,"[69832692, 69833146, 69835807, 69841510, 69850356, 69851126, 69852268, 69853765]",ENSG00000196975
3332,ENSG00000162976.grp_2.contained.ENST00000445921_L1_Quach_2016.monocyte_IAV_txrev,"[11172728, 11172729, 11188692, 11276334, 11298888, 11315333, 11328217]",ENSG00000162976
3333,ENSG00000035115.grp_2.contained.ENST00000460974_L1_GTEx.lung_txrev,"[217334, 217560, 217563, 218386, 221981, 242793, 296361]",ENSG00000035115
3334,ENSG00000115694.grp_2.contained.ENST00000478403_L1_GTEx.testis_txrev,"[241457904, 241497112]",ENSG00000115694
3335,ENSG00000115159.grp_2.contained.ENST00000415049_L1_HipSci.iPSC_txrev,[156918371],ENSG00000115159
3336,ENSG00000115750.grp_2.contained.ENST00000497182_L1_GTEx.skin_not_sun_exposed_txrev,"[9819982, 9843557, 9845541]",ENSG00000115750
3337,ENSG00000134330.grp_1.contained.ENST00000496603_L1_Quach_2016.monocyte_naive_txrev,"[9487133, 9489814, 9490115, 9500088, 9500397, 9505660, 9507234, 9507480, 9508558, 9508859]",ENSG00000134330
3338,ENSG00000124006.grp_1.contained.ENST00000462385_L1_GTEx.adrenal_gland_txrev,"[219562625, 219562673, 219562706]",ENSG00000124006
3339,ENSG00000151689.grp_1.contained.ENST00000470892_L2_GTEx.artery_coronary_txrev,[190370269],ENSG00000151689
3340,ENSG00000118004.grp_2.contained.ENST00000416132_L1_GTEx.lung_txrev,"[3577209, 3580793]",ENSG00000118004
3341,ENSG00000144115.grp_2.contained.ENST00000343544_L1_GTEx.heart_atrial_appendage_txrev,"[88184590, 88187909, 88201142]",ENSG00000144115
3342,ENSG00000115232.grp_1.contained.ENST00000397033_L1_GTEx.LCL_txrev,"[181473300, 181475487, 181476927, 181479488]",ENSG00000115232
3343,ENSG00000228486.grp_2.contained.ENST00000603835_L1_GTEx.fibroblast_txrev,"[97564157, 97565292, 97596125, 97600855, 97607910, 97661341]",ENSG00000228486
3344,ENSG00000018280.grp_1.contained.ENST00000475225_L2_Lepik_2017.blood_txrev,"[218394547, 218395121, 218395295, 218395308, 218396453]",ENSG00000018280
3345,ENSG00000119777.grp_2.contained.ENST00000469445_L1_GTEx.artery_tibial_txrev,"[27031928, 27040254, 27044380, 27049184, 27050260, 27057592, 27063380, 27069783]",ENSG00000119777
3346,ENSG00000144152.grp_1.contained.ENST00000472377_L1_GTEx.thyroid_txrev,"[112117462, 112121167, 112126111, 112126114, 112126116, 112130529, 112141356, 112141861, 112141932]",ENSG00000144152
3347,ENSG00000134324.grp_1.contained.ENST00000425416_L1_GTEx.artery_tibial_txrev,[11784824],ENSG00000134324
3348,ENSG00000063660.grp_1.contained.ENST00000469694_L1_GTEx.skin_sun_exposed_txrev,"[240464538, 240465341, 240467284, 240468708, 240469275, 240469639, 240470039, 240470283, 240475081, 240475558]",ENSG00000063660
3349,ENSG00000067066.grp_2.contained.ENST00000470940_L1_FUSION.adipose_naive_txrev,"[230460918, 230460919, 230460920, 230460921, 230460922]",ENSG00000067066
3350,ENSG00000123607.grp_2.contained.ENST00000489714_L1_GTEx.brain_hypothalamus_txrev,"[165863084, 165863636, 165864741, 165867464, 165873172, 165878971]",ENSG00000123607
3351,ENSG00000152689.grp_2.contained.ENST00000468856_L1_GENCORD.T-cell_txrev,"[33512820, 33514489, 33519891]",ENSG00000152689
3352,ENSG00000055332.grp_2.contained.ENST00000395127_L2_Quach_2016.monocyte_Pam3CSK4_txrev,"[37141309, 37141907, 37142124, 37142130, 37149148, 37150141, 37152726, 37157219, 37157240, 37157914]",ENSG00000055332
3353,ENSG00000188674.grp_2.contained.ENST00000341287_L2_BrainSeq.brain_txrev,[208168373],ENSG00000188674
3354,ENSG00000035115.grp_2.contained.ENST00000460974_L1_Schmiedel_2018.Th17_memory_txrev,[242793],ENSG00000035115
3355,ENSG00000169604.grp_1.contained.ENST00000303714_L1_GENCORD.fibroblast_txrev,[69103152],ENSG00000169604
3356,ENSG00000154518.grp_1.contained.ENST00000497075_L1_GEUVADIS.LCL_txrev,"[175096011, 175165870, 175178369]",ENSG00000154518
3357,ENSG00000237940.grp_2.contained.ENST00000451070_L2_GTEx.brain_nucleus_accumbens_txrev,"[242040907, 242042397, 242047832, 242073772, 242077266, 242124716, 242136225]",ENSG00000237940
3358,ENSG00000079263.grp_1.contained.ENST00000543928_L1_TwinsUK.LCL_txrev,"[230235347, 230235367, 230242270, 230242430, 230243114, 230243238, 230243413]",ENSG00000079263
3359,ENSG00000119185.grp_2.contained.ENST00000464228_L1_GEUVADIS.LCL_txrev,[9408522],ENSG00000119185
3360,ENSG00000115677.grp_1.contained.ENST00000479169_L2_HipSci.iPSC_txrev,"[241238150, 241245145, 241248617, 241250414, 241250746]",ENSG00000115677
3361,ENSG00000204843.grp_1.contained.ENST00000628224_L1_FUSION.adipose_naive_txrev,"[74023298, 74314921, 74766905, 74791444, 74825293, 74959115, 74971707, 75066731]",ENSG00000204843
3362,ENSG00000171853.grp_2.contained.ENST00000417243_L1_ROSMAP.brain_naive_txrev,[3465692],ENSG00000171853
3363,ENSG00000169604.grp_1.contained.ENST00000303714_L1_GTEx.skin_not_sun_exposed_txrev,"[69102986, 69103313, 69103884, 69104008, 69104208]",ENSG00000169604
3364,ENSG00000119203.grp_1.contained.ENST00000475482_L1_Quach_2016.monocyte_R848_txrev,"[9453839, 9466180, 9475906, 9476599]",ENSG00000119203
3365,ENSG00000136682.grp_2.contained.ENST00000479583_L1_Quach_2016.monocyte_LPS_txrev,[113483735],ENSG00000136682
3366,ENSG00000163466.grp_1.contained.ENST00000489598_L1_Nedelec_2016.macrophage_Listeria_txrev,"[218328902, 218329240]",ENSG00000163466
3367,ENSG00000138031.grp_2.contained.ENST00000479517_L1_GTEx.artery_aorta_txrev,"[24836072, 24836876, 24842405, 24842930, 24843510, 24845924, 24848918]",ENSG00000138031
3368,ENSG00000151353.grp_2.contained.ENST00000281017_L2_Nedelec_2016.macrophage_Salmonella_txrev,"[661770, 668596, 669739, 678241]",ENSG00000151353
3369,ENSG00000063660.grp_1.contained.ENST00000469694_L1_GTEx.brain_cerebellar_hemisphere_txrev,"[240463815, 240465082, 240467436, 240469591]",ENSG00000063660
3370,ENSG00000115274.grp_2.contained.ENST00000233331_L1_GTEx.esophagus_mucosa_txrev,"[74412510, 74417071, 74437340]",ENSG00000115274
3371,ENSG00000188542.grp_1.contained.ENST00000479788_L1_GTEx.muscle_txrev,"[240530102, 240530207, 240562449]",ENSG00000188542
3372,ENSG00000157827.grp_2.contained.ENST00000288670_L1_Quach_2016.monocyte_IAV_txrev,"[152425712, 152432458]",ENSG00000157827
3373,ENSG00000151665.grp_2.contained.ENST00000482786_L1_GTEx.thyroid_txrev,"[46577492, 46581104, 46591853]",ENSG00000151665
3374,ENSG00000163466.grp_1.contained.ENST00000489598_L1_Quach_2016.monocyte_Pam3CSK4_txrev,"[218217396, 218237609, 218238857, 218240727, 218244641, 218245998, 218248233]",ENSG00000163466
3375,ENSG00000125618.grp_1.contained.ENST00000485840_L1_Quach_2016.monocyte_LPS_txrev,"[113221073, 113221363, 113223445, 113232684, 113232816, 113235223, 113235767]",ENSG00000125618
3376,ENSG00000151665.grp_2.contained.ENST00000420164_L1_GTEx.stomach_txrev,"[46577492, 46578769, 46578947, 46581104, 46591853]",ENSG00000151665
3377,ENSG00000171853.grp_2.contained.ENST00000489032_L1_TwinsUK.fat_txrev,"[3472526, 3475966, 3477760, 3479942, 3480101, 3481432]",ENSG00000171853
3378,ENSG00000115274.grp_2.contained.ENST00000471577_L1_GTEx.skin_sun_exposed_txrev,[74460131],ENSG00000115274
3379,ENSG00000072163.grp_1.contained.ENST00000484252_L1_GTEx.nerve_tibial_txrev,"[127632003, 127633013, 127641317, 127641734]",ENSG00000072163
3380,ENSG00000114956.grp_2.contained.ENST00000264093_L1_GTEx.adipose_subcutaneous_txrev,[73938926],ENSG00000114956
3381,ENSG00000138028.grp_1.contained.ENST00000402550_L1_ROSMAP.brain_naive_txrev,"[26902327, 27101095, 27102273, 27254557, 27254559, 27256675, 27371530, 27387670, 27414892, 27451258]",ENSG00000138028
3382,ENSG00000143727.grp_2.contained.ENST00000484125_L1_GTEx.minor_salivary_gland_txrev,"[256414, 272051]",ENSG00000143727
3383,ENSG00000125637.grp_1.contained.ENST00000418251_L1_GTEx.thyroid_txrev,[113185893],ENSG00000125637
3384,ENSG00000130294.grp_2.contained.ENST00000465813_L1_HipSci.iPSC_txrev,[240719951],ENSG00000130294
3385,ENSG00000135930.grp_2.contained.ENST00000409514_L1_GTEx.testis_txrev,"[232688150, 232688857]",ENSG00000135930
3386,ENSG00000143727.grp_2.contained.ENST00000413140_L1_GTEx.nerve_tibial_txrev,"[227201, 264019, 264227, 267367, 268191, 269679, 271797]",ENSG00000143727
3387,ENSG00000121964.grp_2.contained.ENST00000484303_L1_FUSION.adipose_naive_txrev,"[143857340, 143880049, 144431938]",ENSG00000121964
3388,ENSG00000115486.grp_1.contained.ENST00000496962_L1_ROSMAP.brain_naive_txrev,"[85503518, 85512861, 85589211]",ENSG00000115486
3389,ENSG00000138074.grp_1.contained.ENST00000408041_L1_BrainSeq.brain_txrev,"[27205834, 27208545]",ENSG00000138074
3390,ENSG00000115350.grp_1.contained.ENST00000233699_L1_GTEx.nerve_tibial_txrev,"[74939338, 74940789, 74947058, 74947593, 74952544, 74954768, 74958540, 74959743, 74960446, 74960892]",ENSG00000115350
3391,ENSG00000082438.grp_2.contained.ENST00000489955_L1_GTEx.skin_sun_exposed_txrev,[164695843],ENSG00000082438
3392,ENSG00000115594.grp_2.contained.ENST00000430171_L1_GTEx.artery_coronary_txrev,"[102147500, 102148149, 102152913, 102155395, 102156209, 102158695, 102158704]",ENSG00000115594
3393,ENSG00000115756.grp_2.contained.ENST00000307845_L1_GTEx.artery_tibial_txrev,"[10401586, 10408700]",ENSG00000115756
3394,ENSG00000138028.grp_1.contained.ENST00000440612_L1_GTEx.brain_frontal_cortex_txrev,"[27101095, 27102273]",ENSG00000138028
3395,ENSG00000152291.grp_1.contained.ENST00000282120_L1_Quach_2016.monocyte_naive_txrev,"[85313960, 85318929, 85319069, 85319492, 85319809, 85320945, 85325586, 85326661, 85328154, 85328355]",ENSG00000152291
3396,ENSG00000138095.grp_1.contained.ENST00000472420_L1_GTEx.ovary_txrev,"[43896533, 43908636, 43916077, 43916617, 43918235, 43928847]",ENSG00000138095
3397,ENSG00000115267.grp_1.contained.ENST00000648433_L1_van_de_Bunt_2015.pancreatic_islet_txrev,"[162279995, 162280432]",ENSG00000115267
3398,ENSG00000185176.grp_2.contained.ENST00000407834_L1_GTEx.pancreas_txrev,[240683468],ENSG00000185176
3399,ENSG00000035115.grp_2.contained.ENST00000497051_L1_GTEx.skin_sun_exposed_txrev,[242793],ENSG00000035115
3400,ENSG00000068912.grp_2.contained.ENST00000378239_L1_GTEx.artery_aorta_txrev,"[53774927, 53805231, 53808310, 53815665, 53822574, 53823074, 53824607]",ENSG00000068912
3401,ENSG00000125637.grp_1.contained.ENST00000245796_L1_Quach_2016.monocyte_naive_txrev,"[113183104, 113184482, 113185326, 113185893]",ENSG00000125637
3402,ENSG00000115350.grp_1.contained.ENST00000473023_L1_Nedelec_2016.macrophage_Listeria_txrev,[74958729],ENSG00000115350
3403,ENSG00000135899.grp_2.contained.ENST00000489597_L1_GTEx.adipose_visceral_txrev,"[230171181, 230172603, 230177064, 230177560]",ENSG00000135899
3404,ENSG00000240344.grp_2.contained.ENST00000470442_L1_Quach_2016.monocyte_naive_txrev,"[200867394, 200872011, 200877622]",ENSG00000240344
3405,ENSG00000197635.grp_1.contained.ENST00000360534_L1_BLUEPRINT_PE.T-cell_txrev,"[161520531, 161681787, 161781356, 161896660, 162047503]",ENSG00000197635
3406,ENSG00000180902.grp_2.contained.ENST00000436747_L1_GTEx.adipose_subcutaneous_txrev,[241748951],ENSG00000180902
3407,ENSG00000072163.grp_2.contained.ENST00000324938_L2_GTEx.artery_coronary_txrev,"[127637183, 127641265]",ENSG00000072163
3408,ENSG00000125618.grp_1.contained.ENST00000554830_L1_Quach_2016.monocyte_LPS_txrev,"[113221073, 113221363, 113223445, 113232684, 113232816, 113235223, 113235767]",ENSG00000125618
3409,ENSG00000018280.grp_1.contained.ENST00000490536_L2_Quach_2016.monocyte_Pam3CSK4_txrev,"[218394547, 218395121]",ENSG00000018280
3410,ENSG00000153563.grp_2.contained.ENST00000352580_L1_Lepik_2017.blood_txrev,"[86786648, 86789383, 86793878, 86794635, 86799680]",ENSG00000153563
3411,ENSG00000196975.grp_2.contained.ENST00000418066_L1_Quach_2016.monocyte_R848_txrev,[69832692],ENSG00000196975
3412,ENSG00000119147.grp_1.contained.ENST00000479337_L1_GTEx.artery_tibial_txrev,[106073280],ENSG00000119147
3413,ENSG00000079308.grp_1.contained.ENST00000495556_L1_GTEx.esophagus_muscularis_txrev,"[217816617, 217816852, 217817751, 217818048, 217818431, 217830239]",ENSG00000079308
3414,ENSG00000064012.grp_2.contained.ENST00000339403_L1_GTEx.colon_sigmoid_txrev,"[201279205, 201286440, 201288502, 201288961, 201289197, 201300483, 201311301, 201311571, 201316524]",ENSG00000064012
3415,ENSG00000134324.grp_1.contained.ENST00000475286_L1_HipSci.iPSC_txrev,"[11784824, 11787397, 11789273, 11792047]",ENSG00000134324
3416,ENSG00000115073.grp_1.contained.ENST00000451664_L1_BLUEPRINT_SE.monocyte_txrev,"[97646864, 97658891]",ENSG00000115073
3417,ENSG00000077044.grp_1.contained.ENST00000474488_L1_Schmiedel_2018.Th1-17_memory_txrev,[233445599],ENSG00000077044
3418,ENSG00000138095.grp_1.contained.ENST00000472420_L1_Nedelec_2016.macrophage_Listeria_txrev,"[43907955, 43916944, 43920360, 43926766, 43929301]",ENSG00000138095
3419,ENSG00000172845.grp_2.contained.ENST00000650743_L1_Quach_2016.monocyte_Pam3CSK4_txrev,"[173907932, 173912734, 173929920, 173934003, 173934442, 173937568, 173938248, 173961650, 173963364]",ENSG00000172845
3420,ENSG00000151689.grp_2.contained.ENST00000470892_L1_ROSMAP.brain_naive_txrev,"[190366777, 190373227]",ENSG00000151689
3421,ENSG00000151353.grp_1.contained.ENST00000281017_L1_GTEx.esophagus_muscularis_txrev,"[366846, 367157, 655861, 656153, 657674]",ENSG00000151353
3422,ENSG00000035115.grp_2.contained.ENST00000481932_L1_GTEx.pancreas_txrev,[242793],ENSG00000035115
3423,ENSG00000114956.grp_2.contained.ENST00000629438_L1_GTEx.thyroid_txrev,[73938926],ENSG00000114956
3424,ENSG00000123992.grp_2.contained.ENST00000488881_L1_GTEx.skin_sun_exposed_txrev,"[219375492, 219376957, 219377185]",ENSG00000123992
3425,ENSG00000115084.grp_1.contained.ENST00000447673_L1_Alasoo_2018.macrophage_IFNg_txrev,"[114129015, 114309204, 114338385, 114412903, 114479491, 114553198]",ENSG00000115084
3426,ENSG00000152527.grp_1.contained.ENST00000405000_L1_GTEx.fibroblast_txrev,"[43715334, 43715830, 43715919, 43715977]",ENSG00000152527
3427,ENSG00000151353.grp_2.contained.ENST00000497508_L1_GTEx.uterus_txrev,"[13046, 722481, 724535, 726421, 1060391]",ENSG00000151353
3428,ENSG00000115274.grp_1.contained.ENST00000471577_L1_GTEx.nerve_tibial_txrev,"[74412510, 74417071, 74460131, 74513834, 74528651, 74529049]",ENSG00000115274
3429,ENSG00000152689.grp_1.contained.ENST00000402538_L1_GTEx.thyroid_txrev,"[33531453, 33536526, 33536528, 33537896]",ENSG00000152689
3430,ENSG00000124006.grp_2.contained.ENST00000489804_L1_GTEx.uterus_txrev,"[219549297, 219550873, 219550924, 219552220]",ENSG00000124006
3431,ENSG00000115073.grp_1.contained.ENST00000460427_L1_BLUEPRINT_PE.T-cell_txrev,"[96929666, 97003208, 97080789, 97113750, 97139294, 97658891]",ENSG00000115073
3432,ENSG00000171853.grp_2.contained.ENST00000497597_L1_Quach_2016.monocyte_naive_txrev,"[3415103, 3415240, 3415595, 3415803, 3444056, 3447359, 3447736, 3447933]",ENSG00000171853
3433,ENSG00000185038.grp_2.contained.ENST00000487979_L1_GTEx.testis_txrev,"[233823671, 233824170, 233825450, 233825900, 233826917]",ENSG00000185038
3434,ENSG00000115756.grp_1.contained.ENST00000381765_L1_Alasoo_2018.macrophage_Salmonella_txrev,[10408700],ENSG00000115756
3435,ENSG00000114956.grp_2.contained.ENST00000629438_L1_GTEx.blood_txrev,[73938926],ENSG00000114956
3436,ENSG00000151353.grp_2.contained.ENST00000497508_L1_GTEx.adipose_subcutaneous_txrev,"[655861, 657674]",ENSG00000151353
3437,ENSG00000158125.grp_1.contained.ENST00000379416_L1_GTEx.breast_txrev,[31242084],ENSG00000158125
3438,ENSG00000151665.grp_2.contained.ENST00000482786_L1_HipSci.iPSC_txrev,"[46562375, 46570866, 46573011, 46575795, 46577492, 46578895, 46581104]",ENSG00000151665
3439,ENSG00000152527.grp_2.contained.ENST00000405000_L1_GTEx.adipose_subcutaneous_txrev,"[43708734, 43709223, 43711619, 43713393, 43714392]",ENSG00000152527
3440,ENSG00000151353.grp_2.contained.ENST00000497508_L1_GTEx.lung_txrev,[710027],ENSG00000151353
3441,ENSG00000183281.grp_2.contained.ENST00000467745_L1_GTEx.prostate_txrev,"[87033525, 87048371, 87049688, 87051761, 87075937, 87081494, 87084123]",ENSG00000183281
